rhyme scheme	stanza	filename	stanza number (in file)
ABAB	"Ned i det er vi senket, og vi vet det så vel
at alt det der ute i drømmenes lande,
våre huser, vår jord og de skinnende fjell,
det er skygger som står mellom oss og det sande."	2014102306006_27_annotated.txt	7
ABAB	"Er der en av oss alle som nå tør stå frem
og ønske deg, barn, at du verden må vinne?
Nei, vi vet at det eneste er at vi hjem,
hjem igjen til vårt evige opphav må finne!"	2014102306006_27_annotated.txt	8
TAABBCC	"DULGT KJÆRLIGHED
Han tverr over benkene hang;
hun lystig i dansen seg svang.
Hun lekte, hun lo,
med én og med to;
hans hjerte var nær ved å briste,
men det var det ingen som visste."	2012102608111_19_annotated.txt	0
AABCDD	"Hun gikk bak ved laden den kveld,
han kom for å si farvel.
Hun kastet seg ned,
hun gråt og hun gråt:
sitt livshåp det skulle hun miste.
Men det var det ingen som visste."	2012102608111_19_annotated.txt	1
AABBCC	"Ham tiden falt fryktelig lang.
Så kom han tilbake engang.
Hun hadde det godt,
hun fred hadde fått;
hun tenkte på ham i det siste.
Men det var det ingen som visste."	2012102608111_19_annotated.txt	2
ABAB	"Hvo vil ikke gjerne høre
deg som vet og kjenner alt,
for vårt hjerte, ånd og øre
ingen slike ord har talt."	2011041408047_31_annotated.txt	0
AABB	"Mangen synder skiftet sinn
når ditt ord som lys sken inn,
og hver den som anger tynger,
det til håp på ny forynger."	2011041408047_31_annotated.txt	1
TABAB	"SØNDAGSREGN I HAVNEN
Silende og mørke Iå skipene i rekke,
skruene stod stille, og seilene hang våte;
i stillheten hørte man kun sluseporten lekke,
og det evige drypp omkring skrogene gråte."	2014102306006_85_annotated.txt	0
AABB	"Dokkvarterets gademunder spydde all sin kvalme
i havnen, så dens oljeglans tog langsomt til at falme.
Man så kun noen hunder mellom gitrene kretse,
det så ut somom portene var lukkede for stedse."	2014102306006_85_annotated.txt	1
AABB	"Tomheden stirret gjennom gluggenes masker
på dokkenes drivende kadavre og flasker;
og på taket av de gapende skumringsfyllte haller
knustes og sprutede dropenes krystaller."	2014102306006_85_annotated.txt	2
AABB	"Skonnerter fra Napoli og gamle spanske brigger
lå oplagt under verftene med sønderflengte rigger;
på æsingene skvulpet de udrangerte joller,
og mellom deres tofter fløt tang og gamle toller."	2014102306006_85_annotated.txt	3
AABC	"Dér sad også kranene om dokkens sorte kumme
og strakte sine skaldede gribbehalser krumme;
for opp fra rhedens fjære og de blottede pæler
strømte det en liklukt av tang og råtne skjell."	2014102306006_85_annotated.txt	4
ABAB	"Langsomt ble det aften, og regnet ble til mørke;
mumlende fra havødet nærmet seg vinde.
Skinneganger funklede, men ingen gikk fra ørke;
leidene hang ledige, kahyttene lå blinde."	2014102306006_85_annotated.txt	5
ABBA	"Lethargiske og halmgule lygterekker tømte
sitt dvalelys i dokkene, hvor skygger lå og dukket;
og vekkede av vindene bølgeskvulpet sukket,
så refleksene reiste seg forvirrede og rømte."	2014102306006_85_annotated.txt	6
AABB	"Blot dryppet holdt ut omkring de sovende fartøyer;
og dypt i mørket blødte de dunkelrøde bøyer.
Og pyntens høye fyrtårn holdt ikke opp at svinge
mot mulmet sin uhyre og utrettelige klinge!"	2014102306006_85_annotated.txt	7
AABB	"Kulingen gikk tungt og monotont som gjennom sluser
og tabte seg mot nord mellom havnebyens huser.
Det var somom en jammer i hvert stormstød skulle fødes,
men kun fikk reist sitt hode for i skyggene at dødes."	2014102306006_85_annotated.txt	8
TABAB	"MOSKVA
Godmorgen Moskva, gamle ven,
med sol i gylne kuppel-løker!
Jeg kjenner deg så godt igjen
fra mine drømmers reisebøker."	2011102708082_47_annotated.txt	0
ABAB	"Slik har jeg alltid visst du var
så ny og dog med duft av ahner
med gammel glans av gud tsar
og nytendt ild i flagg og faner!"	2011102708082_47_annotated.txt	1
ABAB	"Men slikt et rykte du har fått —
du slette tid hvor verden hveser!
Du er et kjempestort skafott.
Du vil forgifte oss med teser."	2011102708082_47_annotated.txt	2
ABAB	"Du er den hele verdens skrekk
og viser ikke tegn til skrupler.
Du ligger stadig like frekk
og skinner med de gamle kupler!"	2011102708082_47_annotated.txt	3
ABAB	"Du knitrer litt med dine flagg,
og straks er verden redselsslagen:
Nå reiser russebjørnen ragg,
Vårherre, hit med dommedagen!"	2011102708082_47_annotated.txt	4
ABAB	"Han truer jo den milde fred
som hviler over aftenlande,
så tistler i den gode sed
som spirer etter krigens brande!"	2011102708082_47_annotated.txt	5
ABAB	"La verden vrøvle dagen lang
og natten med til verdens ende.
Men takk — at også jeg engang
fikk se din røde fane brenne!"	2011102708082_47_annotated.txt	6
ABAB	"Godmorgen, mine drømmers by,
du hører vel mitt hjertes glede?
Ja, kupler smiler under sky —
et gyllent smil til meg her nede!"	2011102708082_47_annotated.txt	7
TABCB	"SOL OG SKYGGER
I Efesus har Paulus
sin tid til ende bragt.
Tre lange år han trofast
på skansen der stod vakt."	2011041408091_27_annotated.txt	0
ABCB	"Selv svak, han stadig øste
av Herrens styrkes hav.
Og hva Guds makt ham skjenket,
med ødsel hånd han gav."	2011041408091_27_annotated.txt	1
ABCB	"Men tidt hans hjertes lengsel
bar over land og sjø,
hvor før med flid han sådde
gudsrikets gylne frø."	2011041408091_27_annotated.txt	2
ABCD	"Og mangt et bud ham engstet,
fra leiet søvnen vek,
og fryktens mørke syner
fra sjelens grunne steg."	2011041408091_27_annotated.txt	3
ABCB	"For trang er Pauli bolig
den stille sommerkveld.
Som sørgeklokker ringer
den kjære venns farvel."	2011041408091_27_annotated.txt	4
ABCB	"Når neste morgen rinner,
hans hånd tar staven fatt.
For lange tider Paulus
har Efesus forlatt."	2011041408091_27_annotated.txt	5
ABCB	"Egeerhavet blåner
med himlen i sin favn;
dets bølger bruser, synger,
om skipets ranke stavn."	2011041408091_27_annotated.txt	6
ABCB	"Dets svake planker bærer
så dyr en last ombord,
ti går det støtt og stille
seilledens sikre spor."	2011041408091_27_annotated.txt	7
ABCB	"Det går som sterke toner
igjennom Pauli bryst,
når atter han betreder
Europas fagre kyst."	2011041408091_27_annotated.txt	8
ABCB	"Og var enn foten ofte
av veiens møye trett,
nå er hans skritt en ungdoms,
nå er hans stav så lett."	2011041408091_27_annotated.txt	9
ABCB	"Der ligger krigerstaden
så rolig for hans fot !
Seks lange år er svunnet
fra sist han' den forlot."	2011041408091_27_annotated.txt	10
ABCB	"Det lyser og det glitrer
som sol i morgenstund,
når atter han betreder
Fililppis gamle grunn."	2011041408091_27_annotated.txt	11
ABCB	"Og hva hans sjel begjærer,
i glans for øyet står.
Hva vintren enn har bleket,
her er det sol og vår."	2011041408091_27_annotated.txt	12
ABCB	"Her letter hvilens sødme
hvert sukk og åndedrag,
her lyser over striden
et glimt av evig dag."	2011041408091_27_annotated.txt	13
ABCB	"Men tidens viser iler,
og enn er veien lang,
alt videre han vandrer
sin fast bestemte gang."	2011041408091_27_annotated.txt	14
ABCB	"Han hilser venneskaren,
han bringer nådens ord,
og gledes når han finner
sin grøde rik og stor."	2011041408091_27_annotated.txt	15
ABCB	"Korint dog først av alle
hans hjerte ligger nær.
Og akk, hva tidt han fryktet,
med sorg han skauer der."	2011041408091_27_annotated.txt	16
ABCB	"Hårdt har det onde herjet
hva engang blomstret smukt.
Den svake hjord er splittet, 
her trenges trøst og tukt."	2011041408091_27_annotated.txt	17
ABCB	"Hans hender trettes ikke,
hans omsorg blir ei matt;
han refser, lokker, leger
med iver dag og natt."	2011041408091_27_annotated.txt	18
ABCB	"Snart er hans ord som toner
og snart som tordenslag, 
igjennom alt dog skjelver
hans ømme hjertelag."	2011041408091_27_annotated.txt	19
ABCB	"Tre måneder han skjenket
Korint av tidens gull.
Og når han bort må dra,
han går fortrøstningsfull."	2011041408091_27_annotated.txt	20
ABCB	"La mannedåd kun rokkes,
Guds rike ei forgår.
Kun skum er mannens gjerning,
Guds verk som klippen står."	2011041408091_27_annotated.txt	21
ABCB	"Og Paulus går frimodig
i tro til Herrens makt.
Den svake hjord er skjermet
av overhyrdens vakt."	2011041408091_27_annotated.txt	22
ABCB	"Han går hvor Herren kaller,
sinVei, sitt mål han vet.
Hva enn vil skje, ham bærer
Guds sterke kjærlighet."	2011041408091_27_annotated.txt	23
ABAB	"Forårssolens gylne stråler spiller
over hav og fjell og fjord og sund,
tusen fuglers livsberuste triller
klinger lystig gjennom li og lund."	2011041408091_27_annotated.txt	24
AABB	"Paulus speider over havets bølger,
øyets retning hjertets lengsel følger
langt derute  der hvor sol går ned,
der er Rom, hans lengsels mål og med."	2011041408091_27_annotated.txt	25
ABAB	"År og dag forgjeves har han stundet
etter der å høste rikets frukt;
alltid, alltid dog var vingen bundet,
stengt var veien, hindret var hans flukt."	2011041408091_27_annotated.txt	26
AABB	"Dagen heller. Livets krefter mattes.
Livets dagverk dog sin krone fattes
uten Rom. — Og Paulus vet med skjel,
nå er tiden nær. Ved gry og kveld"	2011041408091_27_annotated.txt	27
AABB	"tvende navne klinger i hans hu:
Rom — Jerusalem.  En gang ennu,
før hans øye lukkes, må han se
skueplassen for sin mesters ve."	2011041408091_27_annotated.txt	28
AABCBC	"Så til Rom! Det er hans håb forvisst
alt tiltross, å nå sitt mål til sist.
Alt er ferdig. Ved den nære strand
seilklart ligger skipet som skal bære
Paulus over havets bølgehære
mot det første av hans lengslers land."	2011041408091_27_annotated.txt	29
ABAB	"Da med smerte han på ny erfarer
at hans eget folk har samme sinn,
at de ingen kløkt og møye sparer
for å fange ham i dødens spinn."	2011041408091_27_annotated.txt	30
ABBA	"Deres morderanslag nå ham tvinger
til å velge skjulte stiers spor,
ei til havs, men over land mot nord
ham hans venner snart i trygghet bringer."	2011041408091_27_annotated.txt	31
ABAB	"I de makedonske brødres klynger
føler Paulus nå som ofte før
lettelse for byrdene som tynger,
lysning gjennom sorgens mørke slør."	2011041408091_27_annotated.txt	32
AABBCC	"Og som ensom vandringsmann seg gleder
når han hjemmets kjente grunn betreder,
sådan Pauli sjel i glede luer
når han enn en gang Filippi skuer,
og får feire påskens store fest
som de gode venners kjære gjest."	2011041408091_27_annotated.txt	33
ABAB	"Men det korte samværs stille hygge
er et flyktig lite solstreif kun
over avskjedsstundens dystre skygge,
tungt den senker seg i sjelens grunn."	2011041408091_27_annotated.txt	34
ABAB	"Der er vemod i de varme hender,
sorgen skjelver i de stille ord;
ufødt dag ei jordens sønner kjenner,
Gud alene holder tidens ror."	2011041408091_27_annotated.txt	35
ABAB	"Og hva tiden binder, tiden river,
uten skånsel er dens hårde hand.
Rene sjelers samspill dog forbliver,
aldri rives evighetens bånd."	2011041408091_27_annotated.txt	36
AABB	"Paulus haster. Skal han rekke frem
innen pinse til Jerusalem,
ingen dag må spilles.  Vind og vær
volder dog hans travle sinn besvær."	2011041408091_27_annotated.txt	37
AABB	"Over havet nær en uke går
før de gamle Trojas strande når.
Her med mange bonner de ham binder:
før han vet det, enn en uke svinner."	2011041408091_27_annotated.txt	38
AABB	"Også her behøves råd og trøst.
Gjerne hører de den kjæres røst
dagen ut, ja langt på natten med,
siden må med hast han ta avsted."	2011041408091_27_annotated.txt	39
ABAB	"Nedad 4å ss os klippefulle skrenter
når han raskt til havnens blanke speil,
hvor hans følge utålmodig venter.
Vinden leker i de hvite seil."	2011041408091_27_annotated.txt	40
ABAB	"Som en drøm går ferden over vande
under sydens klare forårshimmel,
langs besungne, sagarike strande,
mellom skogbekranste øers vrimmel."	2011041408091_27_annotated.txt	41
AABBCCDDEFEF	"Vinden vifter om de ranke tinder,
alt er saga  alt er dåd og minner.
Men den tause mann på skipets dekk
gransker neppe sagas dunkle trekk, —
andre toner synger i hans sinn,
mens skipet av den friske vind
pløyer raskt den smukke seilleds spor.
Og når Paulus fra den brede fjord
stirrer over mot Kaystros munning,
der som gull i aftensolen blinker,
ser han, som en sky mot fjellets runding,
Efesus, som lokker ham og vinker."	2011041408091_27_annotated.txt	42
ABAB	"Å hvor gjerne steg han nå fra borde
for 'de kjære steder å få se;
lengslen dog ei komme får tilorde,
reisens større krav må fyldest skje."	2011041408091_27_annotated.txt	43
ABCBC	"Men når ankret faller i Milet,
og på skipets avgang han må vente,
har hans fulle hjerte ingen fred.
Illbud sender han, at de må hente
menighetens eldste til ham ned."	2011041408091_27_annotated.txt	44
ABAB	"Og på stranden, medens bølgen synger
mildt en vemodsmettet avskjedssang,
og de friske forårsvinder gynger
saktelig i lundens bladehang,"	2011041408091_27_annotated.txt	45
AAB	"i et samvær ingen mer kan glemme,
hører de sin kjære lærers stemme
under gråt og smerte siste gang:"	2011041408091_27_annotated.txt	46
ABAB	"«Elskte brødre! Alle vet og kjenner,
hvordan jeg fra først av, hver en stund,
vandret blandt dere som en venn blandt venner
for å tjene dere med hånd og munn."	2011041408091_27_annotated.txt	47
ABAAB	"Og dere vet at alltid var jeg rede
til å tåle lidelser og savn;
til å bære spott, forakt og vrede
av den folkehop, hvis største glede
alltid var å trampe på mitt navn."	2011041408091_27_annotated.txt	48
ABAB	"Og av åndens sterke stemme drevet
nå jeg farer til Jerusalem.
I Guds råd min fremtids bok er skrevet,
ved hans hånd frimodig går jeg frem."	2011041408091_27_annotated.txt	49
ABAAB	"Hva meg der skal times ingen kjenner.
Stetse dog i dypet av min sjel
som en vånde, som en ild det brenner,
hvor jeg ferdes, at blandt mine frender
bånd og lenker er min sikre del."	2011041408091_27_annotated.txt	50
ABAB	"Men mitt liv er dog en skatt så ringe, 
kan kun livets endemål jeg nå,
har min sjel kun evighetens vinge,
støvets hytte gjerne falle må."	2011041408091_27_annotated.txt	51
ABACB	"Livets byrde tidt er tung å bære,
lang og kvidefull er jordens ve.
Ett jeg vet forvisst, dere venner kjære,
som jeg elsker, at aldri mere
her på jorden skal mitt ansikt se."	2011041408091_27_annotated.txt	52
ABAB	"Og dere vet det — dette er min heder
trende år med møye og besvær,
under tårer natt og dag jeg dere
ledet, tuktet, trøstet hver især."	2011041408091_27_annotated.txt	53
ABAAB	"Og min lønn? Ei deres gull jeg krevet,
arm og ensom gikk jeg ut og inn.
Som en tjener mellom dere jeg levet,
for mitt brød har disse hender strevet, 
jordens vinning blendet ei mitt sinn."	2011041408091_27_annotated.txt	54
ABAB	"Og jeg vidner, intet har jeg sparet;
jeg er ren idag for alles blod.
Alt Guds råd jeg dere har forklaret,
fast i striden jeg for alle stod."	2011041408091_27_annotated.txt	55
ABAAB	"Ta så arven. Gi den røkt og pleie,
vokt den hjord som Herren Gud dere gav.
Bær den! Led den ad de hårde veie,
Husk at den er Herrens dyre eie;
bær med troskap deres hyrdestav."	2011041408091_27_annotated.txt	56
ABAB	"Ti jeg aner tunge tiders farer,
hører ulvehyl i nattens grå.
Ja  blandt dere selv skal flettes snarer
for å fange vergeløse små."	2011041408091_27_annotated.txt	57
ABAAB	"Derfor våk! At dere for alles dommer
uten frykt kan stå i lysets glans.
Så lat dere, når livets rike sommer
etter jordens vinter engang kommer,
kan med oss få dele ærens krans."	2011041408091_27_annotated.txt	58
ABAB	"Gå så villig hvorhen Gud dere sender.
Syng hans pris ved kveld og morgengry.
Åldri synker overhyrdens hender,
i hans favn den usleste får ly."	2011041408091_27_annotated.txt	59
ABAAB	"Bygg Guds rike! Spred med troskap sæden.
Trygg er hvilen i Guds nådes ord.
Elsk hverandre! Vern om broderkjeden
Over stridens mørke natt herneden
lyser seirens morgen, rik og stor.»"	2011041408091_27_annotated.txt	60
AABBACCDD	"Paulus tier. — Som et dempet kor
ånder vinden ut hans siste ord
gjennom løvet.  Som en barneskare,
når den engstes for en ukjent fare
og må rives fra den kjære mor,
sådan klynger seg de tause menn
om sin store, faderlige venn;
og med bønn om Herrens kraft og fred
hele skaren kneler stille ned."	2011041408091_27_annotated.txt	61
ABBACDCD	"Så er timen kommet. Klokken kaller.
Da blir sterke menn som svake kvinner.
Kjensler strømmer over, tårer rinner;
under kyss og hulken alle faller
om den kjæres hals, mens savnet brenner, -
akk, nå mørkner det mot sorg og natt
og det er som disse sterke hender
aldri slippe vil sin dyre skatt."	2011041408091_27_annotated.txt	62
ABABCCDD	"Skipet venter. Paulus må ombord.
Alle følger ham i flokk og klynger, -
enn et ønske, enn et blikk, et ord.
Først når skipets ankerkjetting synger,
og dets stavn er rettet ut fra land,
søker de den nå så øde strand,
hvor de mellom dagens tunge minner
ser og ser, til skipets seil forsvinner."	2011041408091_27_annotated.txt	63
TAABCCB	"ELLEVTE SANG
Der sitter ved sengen en krokbøiet mann
som gir til sin kone litt pulver og vann,
mens høststormen feier i engen.
Nå går det mot året, hans tanke bli myk
siden ungglunten reiste og kona ble syk
så lenket til stolen og sengen."	2007011001018_15_annotated.txt	0
AABCC	"Og nettopp igår så tok feberen til,
som tenner i blodet den farlige ild
og stryker sin rose på kinnet.
I lampen det blaffer av vinduets trekk,
og tårene visker han hemmelig vekk,"	2007011001018_15_annotated.txt	1
AABCCB	"Så skrur han på veken, den eldgamle lek,
til flammen vil minske og brenner så blek,
og stanser med hånden på klinken.
Det siste han ser, når av huset han går,
det er øinenes lys og det sølvhvite hår
og ringhåndens voksbleke vinken."	2007011001018_15_annotated.txt	2
AABCCB	"Han stusser på dørhellens blankslitte sten
og ser på dens merker av livsglade ben,
som styrtet til bordet fra vollen.
Så vender han blikket, og river seg løs,
og går over fjærsteinas tangvåte røs,
og legger sin åre i tollen."	2007011001018_15_annotated.txt	3
AABCCB	"I stormen han trosser den værhårde fjord
en mil over havet dit doktoren bor,
tilsammen de legger tilbake.
Han fester i skyssbåten færingens rep —
så krysser de fjorden med båten på slep
med hendene stive av lake !"	2007011001018_15_annotated.txt	4
AABCCB	"Og doktoren lytter til hjertet som slår
og merker seg angsten  og pulsen som går,
så ser han mot vindusglasset.
Å være beredt på det tyngste er best,
så sender han bud etter nadverd og prest,
for her er det dem som kan passe!"	2007011001018_15_annotated.txt	5
AABCCB	"Han venter en time, ja to eller tre,
så går han på tunet for bedre å se,
og gjør seg i naustet et ærend.
Da hører han tydlig den taktfaste låt
av motorens smell, og den nye båt
som tungt svinger opp inn med fjæren !"	2007011001018_15_annotated.txt	6
AABCCB	"Så dukes det hellige dødssakrament,
da skjønner han tydelig hva som er hendt !
og tårene rinner i striper.
De løser sitt blodvarme, sviende løp
mens dagslyset skinner i disk og i støp
og det kvitner i halskragens piper !"	2007011001018_15_annotated.txt	7
AABCCB	"Der faller en trøst av de evige ord,
der brenner et lys på det dukede bord,
der synker en fred over huset.
Så stilner all striden, mens presten drar bort.
I lampen står veken utbrent og sort,
og vinden blir ved med å suse!"	2007011001018_15_annotated.txt	8
ABAB	"Så er den her den siste kveld
når år blir gjort til minner,
når over hav de mørke fjell
i stjerneglans forsvinner."	2007011001018_15_annotated.txt	9
ABAB	"Hen over breens fjerne sne
går nordlysbåndets streker,
i all sin stråleprakt å se
som tusen harpeleker !"	2007011001018_15_annotated.txt	10
ABAB	"Til stjerneskriftens notetegn
jeg kan i natten høre,
den fjerne stillhets toneregn
bli levende for øret!"	2007011001018_15_annotated.txt	11
ABAB	"Jeg skriver til propellens bank
og må med skriften kave,
mens månestripen legger blank
sin gullpenn over havet."	2007011001018_15_annotated.txt	12
ABAB	"Som den av solens lys jeg tar
om lyset ikke blender,
som den jeg også skrevet har
mitt dikt langs hav og strender."	2007011001018_15_annotated.txt	13
ABAB	"Jeg ser vår led en sommerkveld
med grønt om li og daler,
når solen i et blått pastell
sin midnattsfarve maler."	2007011001018_15_annotated.txt	14
ABAB	"Den har sin glans om fjellet lagt
hvor det av hav seg hever,
mens lysets himmelrene prakt
i skyene seg vever!"	2007011001018_15_annotated.txt	15
ABAB	"Nå er det høst og båren slår
mot fjærens skarpe stener,
hvert bølgekast i vinden står
som hvite blomstergrener !"	2007011001018_15_annotated.txt	16
ABAB	"Men kulden er i hav og vind,
og solens glans er borte,
av mørket ringes leden inn,
og fjellene blir sorte."	2007011001018_15_annotated.txt	17
ABAB	"Det går i årets døgn mot natt
skjønt stjernene står tente,
og vidner over mørket at
en vårtid er i vente"	2007011001018_15_annotated.txt	18
ABBCCDED	"Brus av toner, 
sus av sanger!
farver pranger,
bluss brenner.
Venner, frender
om bord benkes, 
vin i gylne 
skåler skjenkes. "	2011042608056_23_annotated.txt	0
ABCDEFGHG	"Hva var det? 
Brast strengene? 
Sluknet lysene? 
Skygger glider 
mørkt over pannene; 
brått blekner 
brudens kinn,
skremt flyr gleden
fra brudgommens sinn. "	2011042608056_23_annotated.txt	1
TABAB	"FOR LENGE SIDEN
Det var på dypet av vår store by
en vårlig natt for lenge, lenge siden.
Vi pleide drive om fra kveld til gry
min ungdoms venn og jeg i denne tiden."	2011102708082_35_annotated.txt	0
ABAB	"For natten var så fylt av grusom vår
at ingen hadde hjerte til å sove,
og sinnet var så ømt av unge sår
så mange løfter som man skulle love."	2011102708082_35_annotated.txt	1
ABAB	"Den natten bygget vi et drømmeslott
med hvite saler, blanke marmorflater 
det skulle ligge høyt og sees godt
i sol og luft med åpne, lyse gater"	2011102708082_35_annotated.txt	2
AABCBC	"Da var vi kommet til en grå kaserne,
og våre slott var blitt så blå og fjerne.
Her var vårt hjem: den mørke murstensmassen
som steg omkring oss i vårt gatedyp
et slott for dem som er på fattigkassen,
et slott for lysredd og for solblindt kryp."	2011102708082_35_annotated.txt	3
ABAB	"Og jeg kan ennu føle kuldegyset
som gikk i oss, da vi ble stanset der.
Vi svor å sprenge oss en vei mot lyset:
en plass i sol for alle dem som lever her!"	2011102708082_35_annotated.txt	4
ABAB	"Hr. souchef! Det er meget lenge siden.
Og da jeg talte med Dem nå idag
så hadde De nok ganske glemt den tiden
vi drømte om å kjempe store slag."	2011102708082_35_annotated.txt	5
ABAB	"De børstet skjødesløst med lyse hansker
et støvgrann vekk fra Deres buksefall
og talte lenge om de satans dansker,
som trodde Norge var en oksestall!"	2011102708082_35_annotated.txt	6
ABAB	"De hadde vært på en forretningsreise
og konverserte litt Berlin og litt Paris
og mente francen sikkert vilde deise
adskillig lenger ned enn hva der sis."	2011102708082_35_annotated.txt	7
ABAB	"De skjeldte videre på forbudstvangen,
som skapte mordere av alle mann.
Man burde gripe radikalt til tangen
og trekke roten på den syke tann."	2011102708082_35_annotated.txt	8
ABAB	"Så kom De inn på bøker som De likte
og gratulerte meg begeistret glad
fordi nå nylig var en del av mine dikte
blitt omtalt i et aktet høyreblad."	2011102708082_35_annotated.txt	9
ABAB	"Jeg skulle hilst Dem fra vår gård der hjemme
og gaten vår og dem som lever der,
men noe hendte plutselig min stemme,
så den ble underlig og fjern og tver."	2011102708082_35_annotated.txt	10
ABAB	"Jeg skulle hilst Dem fra de unge drømme
som drog i kamp en vår for lenge siden.
De var vel altfor veke, altfor ømme,
og segnet vel for tidens bitre viden."	2011102708082_35_annotated.txt	11
TAABBCC	"I KUPEEN
O triste aften før den dype natt,
når nag og uro får allverden fatt,
og byen kvæler under lys og larm
det samme angestskrik fra rik og arm,
da er det godt at reise ut og bort,
dypt inn i vinternatten dyp og sort!"	2014102306006_94_annotated.txt	0
ABABCC	"Av trette mennesker er kupéen full,
på noen hviler ennå dagens glans,
men andre ansikter er grå som muld;
og tanken flykter selv foruten stans
fra lysets helvete inn i frost og natt
omkap med toget av sin fart besatt."	2014102306006_94_annotated.txt	1
ABBACC	"Å, om min styrke var min vilje lik,
jeg skulle vise dem den mørke vei
og ta dem alle med herud hvor jeg
ikveld vil bære denne verdens skrik
og la det dø i mørkets kalde sus,
hvor jeg har hjemme i mitt ødes hus."	2014102306006_94_annotated.txt	2
TAABCCB	"SVAR
Tvers igjennom lov til seier!
Ikke går der andre veier
til vårt drømte, frie land.
Før vi tramper ned og skaffer
vei i lovens paragrafer
er vi treller alle mann."	2011102708082_86_annotated.txt	0
AABCCB	"La dem rase. La dem true.
Ikke vil vi la oss kue,
svarer vi dem koldt og kort.
Om dere bjeffer, om dere snerrer,
ennu er dog, høye herrer,
våre henders arbeid vårt."	2011102708082_86_annotated.txt	1
AABCCB	"Ennu er en streikebryter
fredløs niding tross han nyter
vern fra selve kongens råd.
En forræder kaller vi ham,
tross medaljen dere kan gi ham,
med samt ros for tapper dåd."	2011102708082_86_annotated.txt	2
AABCCB	"Før vi tramper ned og skaffer
vei i lovens paragrafer,
er vi treller alle mann.
Reis all kraft som klassen eier!
Tvers igjennom lov til seier!
Støtt oss, den som kan!"	2011102708082_86_annotated.txt	3
ABCB	"da han skapte denne klode og ga den på sin flukt
dagen og natten til vinger
og gjorde at vi her i en brusende bukt
kan høre hvordan sfærene klinger."	2014102306006_43_annotated.txt	0
ABAB	"Jeg fanget en tone av bruset i mitt sinn,
den vokser med hver dag, og jeg kjenner
at når du med ditt vingesus rører dem, o vind,
da løfter seg mot himlen våre strender!"	2014102306006_43_annotated.txt	1
ABAB	"Her står jeg nå atter hvor havet ruller inn
og fyller med sitt brus hele bukten
og vever hele strandskogen inn i et spinn
av skumperler, formet i flukten."	2014102306006_43_annotated.txt	2
ABAB	"Du tror at intet hender, at allting er som før,
når blott kreftene har lagt seg til hvile.
Men jeg sier deg, der bodde en ånd i dette slør,
og nå ser jeg den til arbeidet ile"	2014102306006_43_annotated.txt	3
ABAB	"med knuppene i svøpet, med gresset fra ifjor
og med farvene som ligger i dvale,
med alt det rike liv som i Døyngbukten gror
og snart med lysets ånder skal tale!"	2014102306006_43_annotated.txt	4
ABAB	"Her stråler det av himmel, her damper det av jord,
her vever alle krefter på sløret;
men her er også stedet hvor evigheten bor
i hvert sneglehus du legger til øret."	2014102306006_43_annotated.txt	5
ABAB	"Her møtes alle sfærer, her blomstrer hver vår
et utall av bittesmå stjerner.
De lyser som soler, og de likner på et hår
sine søstre i de himmelske fjerner."	2014102306006_43_annotated.txt	6
ABAB	"Og kommer du her tidlig, mens lyset holder på
å bygge opp en vårmorgens glede,
da kan du klarlig se hvordan himmelhvelvets blå
blir hentet opp av havet hernede!"	2014102306006_43_annotated.txt	7
ABAB	"Ja her er Guds hus og her er himlens port,
og her vil jeg vente og våke
til alle mine uklare ord toner bort
i det første klare skrik av en måke."	2014102306006_43_annotated.txt	8
TABCDEFGD	"SKYGGEN
Sorgens tunge skygge ruger
over kongens stolte bolig.
Brustne synes harpens strenger,
uten toner, uten klang.
Gledens frie ånd er flyktet,
under dødens kulde sukker
menn og kvinner og forstummet
er de svundne dagers sang."	2011041408047_24_annotated.txt	0
ABCDEFGD	"Kongen vandrer taus, alene,
uten gledens sol i øyet,
uten Herrens sang på leppen,
uten lys i sorgens dal.
Kongens styrke har forlatt ham,
angstens orm hans hjerte nager,
dagens gjerning er en byrde,
natten er en bunnløs kval."	2011041408047_24_annotated.txt	1
ABCDEFGD	"Han har syndet. Han ga etter
for de hete sansers drifter,
han har ranet andres lykke,
han har krenket uskylds rett.
Han har vandret nattens veier,
synd til synd hans hånd har lenket,
han har trosset, han har myrdet,
og i løgn sin brøde kledt."	2011041408047_24_annotated.txt	2
ABCDEFGD	"Det er landets høye konge,
det er Israels fromme sanger,
det er Herrens egen tjener
som har slumret på sin vakt.
Hva er kongens glans og heder,
hva er mannens dyd og fromhet,
når hans hjerte seg forbinder
med det ondes lumske makt?"	2011041408047_24_annotated.txt	3
ABCDEFGD	"Verre dog enn syndens skjensel
er den tross som vil den skjule —
når et hjerte blindt og herdet
lukker seg for nådens Gud.
Det er Davids største jammer
at han trosser Gud, og tier
at i år og dag han flykter
for samvittighetens bud."	2011041408047_24_annotated.txt	4
ABCDEFGD	"Intet fall og ingen skjensel
Herrens hjerte dog kan lukke.
Som en far han seg forbarmer
over sønnen som for vill.
Om det brenner, om det smerter,
om det volder gråt og kvide,
hjertets hårdhet dog må smelte
for Guds tukts, Guds godhets ild."	2011041408047_24_annotated.txt	5
ABCDCEA	"Som en sang
var meg piskenes sus
og ofrenes skrik.
Jeg takket Gud,
når renker og svik,
når pinsler og gru
den svakes motstand betvang."	2011041408091_9_annotated.txt	0
